,open,close,high,low,volume
2016-05-06,6.0656,5.8653,6.0942,5.8582,54007968.0
2016-05-09,5.8152,5.7223,5.8367,5.6865,45176219.0
2016-05-10,5.7151,5.7223,5.7866,5.665,39856409.0
2016-05-11,5.7652,5.6936,5.7723,5.6579,28841671.0
2016-05-12,5.6507,5.7652,5.7795,5.5864,41371972.0
2016-05-13,5.7294,5.7652,5.8295,5.7294,37353069.0
2016-05-16,5.7294,5.7795,5.7795,5.6793,28799717.0
2016-05-17,5.7866,5.7652,5.8367,5.708,30708724.0
2016-05-18,5.7223,5.7723,5.7795,5.6364,41514451.0
2016-05-19,5.7223,5.7437,5.7938,5.7223,23034737.0
2016-05-20,5.7223,5.7866,5.7866,5.6936,26142835.0
2016-05-23,5.7652,5.7795,5.8152,5.7509,27146228.0
2016-05-24,5.7795,5.7223,5.7866,5.708,18662355.0
2016-05-25,5.7437,5.7223,5.8009,5.7151,24369644.0
2016-05-26,5.6936,5.7294,5.7509,5.6436,23270308.0
2016-05-27,5.7223,5.708,5.7437,5.6793,19575760.0
2016-05-30,5.7008,5.7437,5.7509,5.6579,23518546.0
2016-05-31,5.7437,6.1085,6.1872,5.7223,130071628.0
2016-06-01,6.087,6.0084,6.1514,6.0012,83790133.0
2016-06-02,6.0012,6.0298,6.037,5.9583,49210525.0
2016-06-03,6.037,6.0441,6.1014,5.9869,50178824.0
2016-06-06,6.0799,5.9869,6.0799,5.9798,29338182.0
2016-06-07,6.0084,5.9869,6.0513,5.9726,31446321.0
2016-06-08,5.9869,5.9869,6.0084,5.9368,30467155.0
2016-06-13,5.9011,5.7294,5.9225,5.7294,44955641.0
2016-06-14,5.7151,5.7509,5.7866,5.7008,29338644.0
2016-06-15,5.6793,5.8224,5.9225,5.6436,58017356.0
2016-06-16,5.7938,5.7366,5.8009,5.708,38069812.0
2016-06-17,5.758,5.7723,5.8367,5.7509,35947152.0
2016-06-20,5.7723,5.7866,5.8081,5.7366,23510389.0
2016-06-21,5.8009,5.851,6.0799,5.8009,77634250.0
2016-06-22,5.8295,5.9082,5.9082,5.7938,39943431.0
2016-06-23,5.9011,5.8725,5.9011,5.8152,29686427.0
2016-06-24,5.8582,5.7723,5.9368,5.6579,61947297.0
2016-06-27,5.7437,5.8367,5.8582,5.7223,47672883.0
2016-06-28,5.8224,5.8939,5.944,5.7938,64168247.0
2016-06-29,5.9225,5.9082,5.9583,5.8868,62934852.0
2016-06-30,5.9655,6.0155,6.0656,5.9368,83886957.0
2016-07-01,6.037,6.0012,6.0441,5.9655,51803730.0
2016-07-04,6.0012,6.1872,6.2587,5.9655,104230773.0
2016-07-05,6.1657,6.2873,6.3517,6.1586,108621332.0
2016-07-06,6.2972,6.2284,6.2972,6.1498,86955096.0
2016-07-07,6.1891,6.2382,6.2677,6.14,53285748.0
2016-07-08,6.2284,6.2284,6.2972,6.1793,48566766.0
2016-07-11,6.2284,6.2186,6.3659,6.2087,55072271.0
2016-07-12,6.2186,6.3168,6.3364,6.0908,96536539.0
2016-07-13,6.3168,6.3266,6.4445,6.2677,86280924.0
2016-07-14,6.2972,6.307,6.3364,6.2677,45620197.0
2016-07-15,6.307,6.2873,6.3266,6.2579,36065644.0
2016-07-18,6.2873,6.2382,6.2972,6.1989,46283870.0
2016-07-19,6.2382,6.2873,6.3168,6.2284,38733713.0
2016-07-20,6.2775,6.2873,6.307,6.2579,33450823.0
2016-07-21,6.2775,6.307,6.3561,6.2677,50118584.0
2016-07-22,6.2873,6.2284,6.3168,6.2186,34350524.0
2016-07-25,6.2382,6.2382,6.2677,6.1989,25347003.0
2016-07-26,6.2382,6.3168,6.3168,6.2284,38599274.0
2016-07-27,6.3168,6.1105,6.3266,6.0516,71012649.0
2016-07-28,6.1203,6.081,6.1498,6.0417,34973525.0
2016-07-29,6.0908,6.0712,6.1301,6.0614,26089774.0
